,SV_number,sample,Viral_contig,Genome_len,SV_density,lifestyle
H03117,1,H03,DC26_contig_489_pilon,83690.0,11.9488588839766,temperate
H04107,1,H04,DC26_contig_489_pilon,83690.0,11.9488588839766,temperate
H2880,1,H28,DC26_contig_489_pilon,83690.0,11.9488588839766,temperate
H4888,1,H48,DC26_contig_489_pilon,83690.0,11.9488588839766,temperate
SK5674,2,SK56,DC26_contig_489_pilon,83690.0,23.8977177679532,temperate
DC26108,2,DC26,DC26_contig_783_pilon,76758.0,26.0559159957268,temperate
H2881,1,H28,DC26_contig_783_pilon,76758.0,13.0279579978634,temperate
NCF041114,1,NCF041,DC26_contig_783_pilon,76758.0,13.0279579978634,temperate
S114,1,S11,DC26_contig_783_pilon,76758.0,13.0279579978634,temperate
DC26109,1,DC26,B13_contig_73_pilon,67922.0,14.7227702364477,uncertain virulent
DC26110,2,DC26,H73_contig-120_5,65630.0,30.4738686576261,uncertain virulent
NC30794,2,NC307,H73_contig-120_5,65630.0,30.4738686576261,uncertain virulent
NC31785,3,NC317,H73_contig-120_5,65630.0,45.7108029864391,uncertain virulent
SK1183,1,SK11,H73_contig-120_5,65630.0,15.236934328813,uncertain virulent
DC13140,1,DC13,NCF171_contig_92_pilon,55445.0,18.0358914239336,temperate
DC26111,5,DC26,NCF171_contig_92_pilon,55445.0,90.1794571196681,temperate
H01108,3,H01,NCF171_contig_92_pilon,55445.0,54.1076742718009,temperate
H6577,2,H65,NCF171_contig_92_pilon,55445.0,36.0717828478673,temperate
NCF17122,1,NCF171,NCF171_contig_92_pilon,55445.0,18.0358914239336,temperate
SK1184,2,SK11,NCF171_contig_92_pilon,55445.0,36.0717828478673,temperate
SK20138,1,SK20,NCF171_contig_92_pilon,55445.0,18.0358914239336,temperate
H01109,1,H01,NC199_contig-120_39,53643.0,18.6417612736051,temperate
H1349,1,H13,NC199_contig-120_39,53643.0,18.6417612736051,temperate
NCF10648,1,NCF106,NC199_contig-120_39,53643.0,18.6417612736051,temperate
DC26112,1,DC26,DC13_NODE_19,48684.0,20.5406293648837,temperate
NCF10649,2,NCF106,DC13_NODE_19,48684.0,41.0812587297675,temperate
SK0823,2,SK08,DC13_NODE_19,48684.0,41.0812587297675,temperate
SK43127,1,SK43,DC13_NODE_19,48684.0,20.5406293648837,temperate
DC26113,2,DC26,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
DC27139,1,DC27,DC26_contig_23_pilon,46942.0,21.3028844105492,temperate
H03118,2,H03,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
NCF10650,1,NCF106,DC26_contig_23_pilon,46942.0,21.3028844105492,temperate
S02102,2,S02,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
SK0824,2,SK08,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
SK43128,2,SK43,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
SK44132,2,SK44,DC26_contig_23_pilon,46942.0,42.6057688210984,temperate
SK5498,1,SK54,DC26_contig_23_pilon,46942.0,21.3028844105492,temperate
DC26114,1,DC26,H01_contig_1294_pilon,42882.0,23.3198078447834,uncertain temperate
H01110,3,H01,H01_contig_1294_pilon,42882.0,69.9594235343501,uncertain temperate
H1621,3,H16,H01_contig_1294_pilon,42882.0,69.9594235343501,uncertain temperate
H3245,1,H32,H01_contig_1294_pilon,42882.0,23.3198078447834,uncertain temperate
NC151150,1,NC151,H01_contig_1294_pilon,42882.0,23.3198078447834,uncertain temperate
SK0241,3,SK02,H01_contig_1294_pilon,42882.0,69.9594235343501,uncertain temperate
DC26115,1,DC26,A13_contig_125_pilon,38952.0,25.6726227151366,temperate
SK0242,2,SK02,A13_contig_125_pilon,38952.0,51.3452454302732,temperate
SK5675,1,SK56,A13_contig_125_pilon,38952.0,25.6726227151366,temperate
DC26116,1,DC26,SK20_NODE_103,37877.0,26.4012461388178,temperate
DC26117,2,DC26,f111_contig-120_28,36198.0,55.2516713630587,uncertain temperate
H6578,1,H65,f111_contig-120_28,36198.0,27.6258356815294,uncertain temperate
H01111,2,H01,SK20_contig_1717_pilon,33923.0,58.9570497892285,temperate
NCF044142,1,NCF044,SK20_contig_1717_pilon,33923.0,29.4785248946143,temperate
DC27140,4,DC27,SK51_contig_58_pilon,218216.0,18.3304615610221,uncertain temperate
NC150143,1,NC150,SK51_contig_58_pilon,218216.0,4.58261539025553,uncertain temperate
NCF05157,1,NCF051,SK51_contig_58_pilon,218216.0,4.58261539025553,uncertain temperate
NCF168122,1,NCF168,SK51_contig_58_pilon,218216.0,4.58261539025553,uncertain temperate
SK51100,3,SK51,SK51_contig_58_pilon,218216.0,13.7478461707666,uncertain temperate
DC27141,3,DC27,H47_NODE_8,170551.0,17.590046379089,uncertain virulent
DC27142,45,DC27,H19_contig_136_pilon,139356.0,322.913975716869,uncertain temperate
H19117,14,H19,H19_contig_136_pilon,139356.0,100.462125778581,uncertain temperate
SK20139,51,SK20,H19_contig_136_pilon,139356.0,365.969172479118,uncertain temperate
DC27143,1,DC27,SK20_contig_285_pilon,137807.0,7.25652543049337,uncertain temperate
H19118,1,H19,SK20_contig_285_pilon,137807.0,7.25652543049337,uncertain temperate
NC15269,7,NC152,SK20_contig_285_pilon,137807.0,50.7956780134536,uncertain temperate
SK20140,1,SK20,SK20_contig_285_pilon,137807.0,7.25652543049337,uncertain temperate
DC27144,3,DC27,NCF004_contig_115_pilon,120267.0,24.9444984908578,uncertain temperate
H04108,1,H04,NCF004_contig_115_pilon,120267.0,8.31483283028595,uncertain temperate
H2765,1,H27,NCF004_contig_115_pilon,120267.0,8.31483283028595,uncertain temperate
NC20162,9,NC201,NCF004_contig_115_pilon,120267.0,74.8334954725735,uncertain temperate
NCF044143,3,NCF044,NCF004_contig_115_pilon,120267.0,24.9444984908578,uncertain temperate
NCF168123,1,NCF168,NCF004_contig_115_pilon,120267.0,8.31483283028595,uncertain temperate
DC27145,1,DC27,QM02_contig_171_pilon,118902.0,8.41028746362551,uncertain virulent
H34117,1,H34,QM02_contig_171_pilon,118902.0,8.41028746362551,uncertain virulent
A02162,1,A02,QM01_contig_53,118671.0,8.42665857707443,temperate
H04109,1,H04,QM01_contig_53,118671.0,8.42665857707443,temperate
H3174,2,H31,QM01_contig_53,118671.0,16.8533171541489,temperate
NC150144,4,NC150,QM01_contig_53,118671.0,33.7066343082977,temperate
NC151151,4,NC151,QM01_contig_53,118671.0,33.7066343082977,temperate
NCF004128,2,NCF004,QM01_contig_53,118671.0,16.8533171541489,temperate
NCF168124,2,NCF168,QM01_contig_53,118671.0,16.8533171541489,temperate
DC27146,2,DC27,H31_NODE_5,118612.0,16.8617003338617,uncertain temperate
DC27147,5,DC27,SK20_scaffold_242_pilon,115101.0,43.4401091215541,uncertain temperate
H2766,1,H27,SK20_scaffold_242_pilon,115101.0,8.68802182431082,uncertain temperate
H3175,7,H31,SK20_scaffold_242_pilon,115101.0,60.8161527701758,uncertain temperate
H34118,7,H34,SK20_scaffold_242_pilon,115101.0,60.8161527701758,uncertain temperate
H4889,3,H48,SK20_scaffold_242_pilon,115101.0,26.0640654729325,uncertain temperate
NC150145,3,NC150,SK20_scaffold_242_pilon,115101.0,26.0640654729325,uncertain temperate
NC151152,2,NC151,SK20_scaffold_242_pilon,115101.0,17.3760436486216,uncertain temperate
NC326132,6,NC326,SK20_scaffold_242_pilon,115101.0,52.1281309458649,uncertain temperate
NCF044144,6,NCF044,SK20_scaffold_242_pilon,115101.0,52.1281309458649,uncertain temperate
SK20141,3,SK20,SK20_scaffold_242_pilon,115101.0,26.0640654729325,uncertain temperate
SK44133,8,SK44,SK20_scaffold_242_pilon,115101.0,69.5041745944866,uncertain temperate
SK51101,1,SK51,SK20_scaffold_242_pilon,115101.0,8.68802182431082,uncertain temperate
DC27148,6,DC27,H50_contig_144_pilon,106579.0,56.2962684956699,uncertain temperate
NCF004129,1,NCF004,H50_contig_144_pilon,106579.0,9.38271141594498,uncertain temperate
DC27149,12,DC27,NCF004_contig_651_pilon,103886.0,115.511233467455,uncertain temperate
NCF004130,1,NCF004,NCF004_contig_651_pilon,103886.0,9.62593612228789,uncertain temperate
DC27150,5,DC27,H27_contig_221_pilon,103622.0,48.252301634788,uncertain temperate
H2767,3,H27,H27_contig_221_pilon,103622.0,28.9513809808728,uncertain temperate
SK279,2,SK27,H27_contig_221_pilon,103622.0,19.3009206539152,uncertain temperate
DC27151,5,DC27,SK08_contig-120_3,100077.0,49.9615296221909,virulent
DC27152,6,DC27,DC23_opera_contig_17,94117.0,63.7504382842632,uncertain virulent
DC27153,1,DC27,SK54_contig-120_8,89580.0,11.1632060727841,virulent
NC150146,2,NC150,H63_NODE_11,89146.0,22.4351064545801,uncertain virulent
NC151153,1,NC151,H63_NODE_11,89146.0,11.2175532272901,uncertain virulent
DC27154,4,DC27,DC23_opera_contig_19,83611.0,47.8405951370035,uncertain virulent
H2768,5,H27,DC23_opera_contig_19,83611.0,59.8007439212544,uncertain virulent
NC150147,5,NC150,DC23_opera_contig_19,83611.0,59.8007439212544,uncertain virulent
NC151154,5,NC151,DC23_opera_contig_19,83611.0,59.8007439212544,uncertain virulent
DC27155,6,DC27,H69_contig_18_pilon,76562.0,78.3678587288733,uncertain temperate
H19119,3,H19,H69_contig_18_pilon,76562.0,39.1839293644367,uncertain temperate
H6958,1,H69,H69_contig_18_pilon,76562.0,13.0613097881456,uncertain temperate
NCF05158,1,NCF051,H69_contig_18_pilon,76562.0,13.0613097881456,uncertain temperate
DC27156,1,DC27,A09_contig_419_pilon,76154.0,13.1312866034614,uncertain temperate
H04110,1,H04,A09_contig_419_pilon,76154.0,13.1312866034614,uncertain temperate
H6579,1,H65,A09_contig_419_pilon,76154.0,13.1312866034614,uncertain temperate
DC27157,1,DC27,H48_NODE_18,74007.0,13.5122353290905,uncertain temperate
S02103,1,S02,H48_NODE_18,74007.0,13.5122353290905,uncertain temperate
DC27158,3,DC27,SK54_contig_82_pilon,73539.0,40.7946803736793,uncertain temperate
DC27159,2,DC27,NC323_contig-120_28,72325.0,27.6529554096094,uncertain temperate
S02104,2,S02,NC323_contig-120_28,72325.0,27.6529554096094,uncertain temperate
DC27160,2,DC27,DC13_NODE_14,63004.0,31.7440162529363,uncertain virulent
NC15270,2,NC152,DC13_NODE_14,63004.0,31.7440162529363,uncertain virulent
DC27161,4,DC27,H47_contig_117_pilon,59040.0,67.7506775067751,uncertain temperate
DC27162,2,DC27,H48_opera_contig_16,58799.0,34.0141839146924,uncertain temperate
DC27163,3,DC27,QM01_contig_135,58635.0,51.1639805576874,uncertain virulent
QM0192,1,QM01,QM01_contig_135,58635.0,17.0546601858958,uncertain virulent
DC27164,3,DC27,SK43_contig_236_pilon,58543.0,51.2443844695352,temperate
DC27165,1,DC27,S02_contig_754_pilon,58173.0,17.190105375346,uncertain temperate
NC150148,1,NC150,S02_contig_754_pilon,58173.0,17.190105375346,uncertain temperate
NC151155,1,NC151,S02_contig_754_pilon,58173.0,17.190105375346,uncertain temperate
NC326133,1,NC326,S02_contig_754_pilon,58173.0,17.190105375346,uncertain temperate
NCF041115,2,NCF041,S02_contig_754_pilon,58173.0,34.3802107506919,uncertain temperate
NCF10651,3,NCF106,S02_contig_754_pilon,58173.0,51.5703161260379,uncertain temperate
DC27166,2,DC27,H25_contig-120_14,58013.0,34.4750314584662,uncertain temperate
NC150149,1,NC150,H25_contig-120_14,58013.0,17.2375157292331,uncertain temperate
NC151156,1,NC151,H25_contig-120_14,58013.0,17.2375157292331,uncertain temperate
B03141,1,B03,SK51_contig_710_pilon,57061.0,17.5251047125007,temperate
DC27167,4,DC27,SK51_contig_710_pilon,57061.0,70.1004188500026,temperate
DC27168,1,DC27,H28_NODE_37,55401.0,18.0502157000776,uncertain virulent
NC150150,1,NC150,H28_NODE_37,55401.0,18.0502157000776,uncertain virulent
QM0193,1,QM01,H28_NODE_37,55401.0,18.0502157000776,uncertain virulent
DC27169,1,DC27,H01_contig_1362_pilon,55398.0,18.0511931838695,uncertain temperate
DC27170,1,DC27,H25_contig-120_21,53273.0,18.771234959548,temperate
H19120,1,H19,H25_contig-120_21,53273.0,18.771234959548,temperate
DC27171,4,DC27,H22_NODE_35,52537.0,76.1368178616975,temperate
DC27172,4,DC27,SK20_NODE_38,52396.0,76.3417054737003,temperate
H04111,1,H04,SK20_NODE_38,52396.0,19.0854263684251,temperate
H34119,1,H34,SK20_NODE_38,52396.0,19.0854263684251,temperate
NCF044145,2,NCF044,SK20_NODE_38,52396.0,38.1708527368501,temperate
DC27173,1,DC27,H34_NODE_93,,,uncertain temperate
DC27174,5,DC27,H48_contig-120_28,50044.0,99.9120773719127,uncertain virulent
H03119,4,H03,H48_contig-120_28,50044.0,79.9296618975302,uncertain virulent
NCF044146,2,NCF044,H48_contig-120_28,50044.0,39.9648309487651,uncertain virulent
NCF10652,2,NCF106,H48_contig-120_28,50044.0,39.9648309487651,uncertain virulent
DC27175,2,DC27,DC23_opera_contig_82,49435.0,40.4571659755234,temperate
NCF05159,1,NCF051,DC23_opera_contig_82,49435.0,20.2285829877617,temperate
DC27176,2,DC27,SK12_NODE_72,49401.0,40.4850104248902,uncertain temperate
DC27177,1,DC27,NCF106_NODE_14,,,uncertain temperate
NC326134,1,NC326,NCF106_NODE_14,,,uncertain temperate
DC27178,1,DC27,NCF031_contig-120_32,47871.0,20.8894737941551,uncertain temperate
DC27179,1,DC27,QM08_NODE_33,47131.0,21.2174577242155,temperate
SK0825,1,SK08,QM08_NODE_33,47131.0,21.2174577242155,temperate
H6580,1,H65,H65_contig_89_pilon,46208.0,21.6412742382271,temperate
A1374,1,A13,NC308_NODE_20,45830.0,21.8197687104517,uncertain virulent
DC27180,3,DC27,NC308_NODE_20,45830.0,65.459306131355,uncertain virulent
H4988,2,H49,NC308_NODE_20,45830.0,43.6395374209033,uncertain virulent
NC150151,2,NC150,NC308_NODE_20,45830.0,43.6395374209033,uncertain virulent
NC151157,1,NC151,NC308_NODE_20,45830.0,21.8197687104517,uncertain virulent
NCF05160,3,NCF051,NC308_NODE_20,45830.0,65.459306131355,uncertain virulent
QM0414,3,QM04,NC308_NODE_20,45830.0,65.459306131355,uncertain virulent
SK20142,1,SK20,NC308_NODE_20,45830.0,21.8197687104517,uncertain virulent
SK43129,1,SK43,NC308_NODE_20,45830.0,21.8197687104517,uncertain virulent
DC27181,1,DC27,SK20_NODE_55,45237.0,22.1057983509074,temperate
H34120,2,H34,SK20_NODE_55,45237.0,44.2115967018149,temperate
NC15271,1,NC152,SK20_NODE_55,45237.0,22.1057983509074,temperate
NCF10653,1,NCF106,SK20_NODE_55,45237.0,22.1057983509074,temperate
QM0734,1,QM07,SK20_NODE_55,45237.0,22.1057983509074,temperate
S02105,1,S02,SK20_NODE_55,45237.0,22.1057983509074,temperate
SK0826,4,SK08,SK20_NODE_55,45237.0,88.4231934036298,temperate
SK43130,1,SK43,SK20_NODE_55,45237.0,22.1057983509074,temperate
DC27182,5,DC27,DC26_contig_396_pilon,44960.0,111.209964412811,uncertain temperate
H3246,3,H32,DC26_contig_396_pilon,44960.0,66.7259786476868,uncertain temperate
H4989,1,H49,DC26_contig_396_pilon,44960.0,22.2419928825623,uncertain temperate
SK0243,5,SK02,DC26_contig_396_pilon,44960.0,111.209964412811,uncertain temperate
SK1185,1,SK11,DC26_contig_396_pilon,44960.0,22.2419928825623,uncertain temperate
SK20143,1,SK20,DC26_contig_396_pilon,44960.0,22.2419928825623,uncertain temperate
SK43131,3,SK43,DC26_contig_396_pilon,44960.0,66.7259786476868,uncertain temperate
SK5676,4,SK56,DC26_contig_396_pilon,44960.0,88.9679715302491,uncertain temperate
DC27183,2,DC27,A13_opera_contig_28,44601.0,44.842043900361,virulent
NCF026101,1,NCF026,A13_opera_contig_28,44601.0,22.4210219501805,virulent
SK1186,2,SK11,A13_opera_contig_28,44601.0,44.842043900361,virulent
DC27184,2,DC27,SK14_contig_19_pilon,43519.0,45.9569383487672,virulent
H04112,3,H04,SK14_contig_19_pilon,43519.0,68.9354075231508,virulent
DC27185,1,DC27,A09_NODE_69,42016.0,23.8004569687738,temperate
DC27186,1,DC27,SK43_NODE_99,40896.0,24.452269170579,uncertain virulent
H4767,2,H47,SK43_NODE_99,40896.0,48.9045383411581,uncertain virulent
DC27187,1,DC27,H22_contig-120_52,40136.0,24.9152880207295,uncertain temperate
H6581,2,H65,H22_contig-120_52,40136.0,49.830576041459,uncertain temperate
DC27188,1,DC27,SK54_NODE_74,40069.0,24.9569492625221,temperate
DC27189,8,DC27,NCF051_contig-120_44,39902.0,200.491203448449,temperate
DC27190,1,DC27,DC26_NODE_94,39625.0,25.2365930599369,uncertain temperate
DC27191,2,DC27,NCF005_contig-120_33,39599.0,50.5063259173211,temperate
NC326135,2,NC326,NCF005_contig-120_33,39599.0,50.5063259173211,temperate
DC27192,1,DC27,H47_NODE_73,39483.0,25.3273560772991,uncertain virulent
DC27193,2,DC27,NC151_contig_799_pilon,39260.0,50.9424350483953,uncertain temperate
DC27194,1,DC27,H34_contig-120_118,39128.0,25.5571457779595,temperate
DC27195,3,DC27,SK43_contig_658_pilon,38525.0,77.8715120051914,temperate
NCF05161,3,NCF051,SK43_contig_658_pilon,38525.0,77.8715120051914,temperate
S02106,1,S02,SK43_contig_658_pilon,38525.0,25.9571706683971,temperate
DC27196,2,DC27,SK20_contig_385_pilon,38273.0,52.256159694824,temperate
H19121,1,H19,SK20_contig_385_pilon,38273.0,26.128079847412,temperate
H2258,1,H22,SK20_contig_385_pilon,38273.0,26.128079847412,temperate
NC150152,3,NC150,SK20_contig_385_pilon,38273.0,78.384239542236,temperate
NC151158,3,NC151,SK20_contig_385_pilon,38273.0,78.384239542236,temperate
NC326136,1,NC326,SK20_contig_385_pilon,38273.0,26.128079847412,temperate
SK20144,3,SK20,SK20_contig_385_pilon,38273.0,78.384239542236,temperate
SK5499,1,SK54,SK20_contig_385_pilon,38273.0,26.128079847412,temperate
DC27197,1,DC27,A09_contig_699_pilon,38134.0,26.2233177741648,temperate
DC27198,1,DC27,H01_contig_1243_pilon,37680.0,26.5392781316348,temperate
H01112,1,H01,H01_contig_1243_pilon,37680.0,26.5392781316348,temperate
A02163,1,A02,B14_contig-120_24,36502.0,27.3957591364857,temperate
DC27199,1,DC27,B14_contig-120_24,36502.0,27.3957591364857,temperate
H4691,1,H46,B14_contig-120_24,36502.0,27.3957591364857,temperate
H6582,1,H65,B14_contig-120_24,36502.0,27.3957591364857,temperate
NCF168125,1,NCF168,B14_contig-120_24,36502.0,27.3957591364857,temperate
SK51102,1,SK51,B14_contig-120_24,36502.0,27.3957591364857,temperate
DC27200,1,DC27,SK54_contig_891_pilon,36247.0,27.5884900819378,uncertain virulent
NC20163,2,NC201,H44_contig-120_16,36072.0,55.4446662231093,temperate
DC27201,1,DC27,S06_contig-120_58,34956.0,28.6073921501316,uncertain temperate
DC27202,2,DC27,DC23_NODE_99,34758.0,57.5407100523621,temperate
DC27203,3,DC27,A09_contig_545_pilon,34670.0,86.5301413325642,uncertain virulent
DC27204,2,DC27,H48_contig_384_pilon,33990.0,58.8408355398647,uncertain temperate
DC27205,1,DC27,DC23_opera_contig_206,21312.0,46.9219219219219,temperate
H01113,2,H01,H01_contig_305_pilon,95898.0,20.8554922938956,virulent
NCF168126,6,NCF168,H01_contig_305_pilon,95898.0,62.5664768816868,virulent
H01114,1,H01,H01_contig_219_pilon,78726.0,12.7022838706399,uncertain temperate
NCF17123,3,NCF171,H01_contig_219_pilon,78726.0,38.1068516119198,uncertain temperate
H01115,1,H01,H28_NODE_23,76392.0,13.0903759555974,uncertain temperate
NC31786,1,NC317,H28_NODE_23,76392.0,13.0903759555974,uncertain temperate
H01116,2,H01,H01_contig_681_pilon,65782.0,30.4034538323554,temperate
H01117,1,H01,S06_contig-120_15,59247.0,16.8784917379783,uncertain temperate
H01118,2,H01,H32_contig_176_pilon,49981.0,40.0152057781957,temperate
SK54100,1,SK54,H32_contig_176_pilon,49981.0,20.0076028890979,temperate
H01119,1,H01,H50_NODE_47,48365.0,20.6761087563321,temperate
H01120,2,H01,H01_NODE_48,48079.0,41.5982029576322,temperate
H01121,5,H01,H01_contig_560_pilon,47318.0,105.668033306564,temperate
H01122,2,H01,NCF055_NODE_17,46708.0,42.8192172647084,temperate
H01123,1,H01,SK27_NODE_56,46595.0,21.4615302071038,uncertain temperate
NC150153,2,NC150,SK27_NODE_56,46595.0,42.9230604142075,uncertain temperate
NC151159,2,NC151,SK27_NODE_56,46595.0,42.9230604142075,uncertain temperate
H01124,1,H01,NCF055_contig_146_pilon,46538.0,21.4878164080966,uncertain temperate
H01125,1,H01,NC317_contig-120_26,45994.0,21.7419663434361,uncertain temperate
H01126,3,H01,H13_NODE_82,45308.0,66.213472234484,uncertain temperate
H01127,4,H01,NC151_contig_439_pilon,44387.0,90.1164755446414,temperate
H01128,1,H01,SK44_contig-120_74,42299.0,23.6412208326438,temperate
H01129,1,H01,NCF044_opera_contig_70,41862.0,23.8880129950791,temperate
H01130,1,H01,H01_contig_1357_pilon,41543.0,24.0714440459283,uncertain virulent
H01131,3,H01,NCF006_contig-120_30,41467.0,72.3466853160344,temperate
NC150154,1,NC150,NCF006_contig-120_30,41467.0,24.1155617720115,temperate
NC151160,1,NC151,NCF006_contig-120_30,41467.0,24.1155617720115,temperate
H01132,1,H01,NCF044_contig_1540_pilon,41461.0,24.1190516388896,temperate
H01133,2,H01,SK19_contig-120_15,41079.0,48.6866768908688,temperate
H01134,3,H01,SK47_contig-120_38,40743.0,73.6322803917237,uncertain temperate
DC27206,1,DC27,SK14_NODE_34,40478.0,24.7047779040466,uncertain temperate
H01135,3,H01,SK14_NODE_34,40478.0,74.1143337121399,uncertain temperate
DC16121,1,DC16,DC16_contig_820_pilon,40149.0,24.9072206032529,temperate
H01136,1,H01,DC16_contig_820_pilon,40149.0,24.9072206032529,temperate
H01137,2,H01,H01_opera_contig_67,39620.0,50.4795557799091,uncertain temperate
NCF044147,2,NCF044,H01_opera_contig_97,39207.0,51.0112990027291,temperate
H01138,1,H01,H09_contig-120_103,38535.0,25.9504346697807,uncertain virulent
H01139,1,H01,NCF005_contig-120_38,38278.0,26.1246669104969,temperate
H04113,2,H04,NCF005_contig-120_38,38278.0,52.2493338209938,temperate
H01140,3,H01,H01_contig_1298_pilon,37608.0,79.7702616464582,temperate
NCF17124,2,NCF171,H01_contig_1298_pilon,37608.0,53.1801744309721,temperate
S02107,1,S02,H01_contig_1298_pilon,37608.0,26.5900872154861,temperate
H01141,2,H01,S06_contig-120_57,35108.0,56.9670730317876,temperate
H4990,1,H49,S06_contig-120_57,35108.0,28.4835365158938,temperate
H01142,2,H01,NCF004_contig_542_pilon,33653.0,59.4300656702226,uncertain temperate
H04114,1,H04,NCF004_contig_542_pilon,33653.0,29.7150328351113,uncertain temperate
H19122,1,H19,NCF004_contig_542_pilon,33653.0,29.7150328351113,uncertain temperate
H2769,1,H27,NCF004_contig_542_pilon,33653.0,29.7150328351113,uncertain temperate
H3176,2,H31,NCF004_contig_542_pilon,33653.0,59.4300656702226,uncertain temperate
H4890,2,H48,NCF004_contig_542_pilon,33653.0,59.4300656702226,uncertain temperate
NC150155,1,NC150,NCF004_contig_542_pilon,33653.0,29.7150328351113,uncertain temperate
NCF168127,2,NCF168,NCF004_contig_542_pilon,33653.0,59.4300656702226,uncertain temperate
SK20145,1,SK20,NCF004_contig_542_pilon,33653.0,29.7150328351113,uncertain temperate
H01143,1,H01,NC183_contig-120_74,30761.0,32.5086960762004,virulent
H11135,1,H11,NC183_contig-120_74,30761.0,32.5086960762004,virulent
H2320,1,H23,NC183_contig-120_74,30761.0,32.5086960762004,virulent
NC326137,1,NC326,NC183_contig-120_74,30761.0,32.5086960762004,virulent
NCF026102,1,NCF026,NC183_contig-120_74,30761.0,32.5086960762004,virulent
H01144,1,H01,H46_opera_contig_899,8484.0,117.868929750118,temperate
NC326138,2,NC326,H46_opera_contig_899,8484.0,235.737859500236,temperate
H023,1,H02,H02_contig-120_11,66395.0,15.061375103547,uncertain virulent
H1622,2,H16,H02_contig-120_11,66395.0,30.1227502070939,uncertain virulent
NC18514,1,NC185,H02_contig-120_11,66395.0,15.061375103547,uncertain virulent
NC31787,1,NC317,H02_contig-120_11,66395.0,15.061375103547,uncertain virulent
NCF168128,1,NCF168,H02_contig-120_11,66395.0,15.061375103547,uncertain virulent
H024,1,H02,NCF106_contig-120_38,28055.0,35.644270183568,uncertain temperate
NCF10654,1,NCF106,NCF106_contig-120_38,28055.0,35.644270183568,uncertain temperate
NCF17125,1,NCF171,NCF106_contig-120_38,28055.0,35.644270183568,uncertain temperate
H03120,15,H03,DC28_NODE_1,161837.0,92.6858505780507,uncertain temperate
H03121,12,H03,H28_NODE_9,141592.0,84.7505508785807,temperate
QM0735,2,QM07,H28_NODE_9,141592.0,14.1250918130968,temperate
SK1187,1,SK11,H28_NODE_9,141592.0,7.06254590654839,temperate
H03122,4,H03,H49_NODE_8,136583.0,29.2862215649092,temperate
QM0736,1,QM07,H49_NODE_8,136583.0,7.32155539122731,temperate
SK1188,4,SK11,H49_NODE_8,136583.0,29.2862215649092,temperate
SK5677,1,SK56,H49_NODE_8,136583.0,7.32155539122731,temperate
B03142,1,B03,H34_NODE_38,99700.0,10.0300902708124,virulent
H03123,2,H03,H34_NODE_38,99700.0,20.0601805416249,virulent
H2413,1,H24,H34_NODE_38,99700.0,10.0300902708124,virulent
NC31788,1,NC317,H34_NODE_38,99700.0,10.0300902708124,virulent
NCF004131,2,NCF004,H34_NODE_38,99700.0,20.0601805416249,virulent
NCF026103,1,NCF026,H34_NODE_38,99700.0,10.0300902708124,virulent
NCF041116,1,NCF041,H34_NODE_38,99700.0,10.0300902708124,virulent
S115,3,S11,H34_NODE_38,99700.0,30.0902708124373,virulent
H03124,1,H03,A107_contig-120_1,98473.0,10.1550678866288,uncertain temperate
H03125,1,H03,f231_contig-120_5,98465.0,10.1558929568882,uncertain temperate
H03126,1,H03,f6007_contig-120_2,98465.0,10.1558929568882,uncertain temperate
H03127,4,H03,H47_NODE_22,97275.0,41.1205345669494,virulent
H4768,1,H47,H47_NODE_22,97275.0,10.2801336417373,virulent
NC31789,2,NC317,H47_NODE_22,97275.0,20.5602672834747,virulent
NCF026104,2,NCF026,H47_NODE_22,97275.0,20.5602672834747,virulent
NCF041117,2,NCF041,H47_NODE_22,97275.0,20.5602672834747,virulent
H03128,5,H03,NCF058_contig-120_9,97242.0,51.4181115156003,uncertain temperate
B03143,2,B03,H28_NODE_16,96225.0,20.7846193816576,virulent
H03129,1,H03,H28_NODE_16,96225.0,10.3923096908288,virulent
H6338,1,H63,H28_NODE_16,96225.0,10.3923096908288,virulent
NC20164,3,NC201,H28_NODE_16,96225.0,31.1769290724864,virulent
NC30795,1,NC307,H28_NODE_16,96225.0,10.3923096908288,virulent
NC31790,1,NC317,H28_NODE_16,96225.0,10.3923096908288,virulent
NCF004132,3,NCF004,H28_NODE_16,96225.0,31.1769290724864,virulent
NCF041118,1,NCF041,H28_NODE_16,96225.0,10.3923096908288,virulent
QM0415,3,QM04,H28_NODE_16,96225.0,31.1769290724864,virulent
H03130,6,H03,SK08_NODE_8,85888.0,69.8584202682563,uncertain virulent
H04115,10,H04,SK08_NODE_8,85888.0,116.430700447094,uncertain virulent
H2321,5,H23,SK08_NODE_8,85888.0,58.2153502235469,uncertain virulent
H2882,6,H28,SK08_NODE_8,85888.0,69.8584202682563,uncertain virulent
H3177,5,H31,SK08_NODE_8,85888.0,58.2153502235469,uncertain virulent
H34121,6,H34,SK08_NODE_8,85888.0,69.8584202682563,uncertain virulent
NC150156,6,NC150,SK08_NODE_8,85888.0,69.8584202682563,uncertain virulent
